id,restaurant_name,original_location,country,region,province,city,meals,cuisines,special_diets,features,avg_rating,total_reviews_count
4338,The Woodman,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""North Yorkshire"", ""York"", ""Bishopthorpe""]",England,Yorkshire,North Yorkshire,Bishopthorpe,"Lunch, Dinner, After-hours","Bar, British, Pub, Grill","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,824.0
4339,The Ebor Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""North Yorkshire"", ""York"", ""Bishopthorpe""]",England,Yorkshire,North Yorkshire,Bishopthorpe,"Lunch, Dinner, Brunch, After-hours","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.5,447.0
4340,The Wellington Arms,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Hampshire"", ""Hook"", ""Stratfield Turgis""]",England,Hampshire,Hook,Stratfield Turgis,"Lunch, Dinner, Brunch, Drinks","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Free off-street parking, Wine and Beer, Gift Cards Available",4.5,404.0
4341,Hoddington Arms,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Hampshire"", ""Basingstoke"", ""Upton Grey""]",England,Hampshire,Basingstoke,Upton Grey,"Lunch, Dinner, Brunch","Bar, British, Pub, Gastropub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service",4.5,441.0
4342,The Goose & Gander,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater Manchester"", ""Bolton"", ""Blackrod""]",England,Greater Manchester,Bolton,Blackrod,"Lunch, Dinner, Brunch, Drinks","European, Gastropub, Bar, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,254.0
4343,The Hawthorn’s Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater Manchester"", ""Bolton"", ""Blackrod""]",England,Greater Manchester,Bolton,Blackrod,"Lunch, Dinner, Drinks","Bar, British, Grill","Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Takeout, Free off-street parking, Wine and Beer, Dog Friendly, Gift Cards Available",4.5,101.0
4344,Sagar Indian Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater Manchester"", ""Bolton"", ""Blackrod""]",England,Greater Manchester,Bolton,Blackrod,Dinner,"Indian, Asian, Balti",Vegetarian Friendly,"Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",3.5,160.0
4345,The Cromwell Cottage,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Northamptonshire"", ""Northampton"", ""Kislingbury""]",England,Northamptonshire,Northampton,Kislingbury,"Lunch, Dinner, Brunch, After-hours","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,1050.0
4346,The Hare Arms,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""Downham Market"", ""Stow Bardolph""]",England,East Anglia,Norfolk,Stow Bardolph,"Lunch, Dinner, After-hours","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Free Wifi, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.0,932.0
4347,Spices,"[""Europe"", ""United Kingdom (UK)"", ""Wales"", ""North Wales"", ""Flintshire"", ""Shotton""]",Wales,North Wales,Flintshire,Shotton,Dinner,"Indian, Balti, Bangladeshi, Fast food, Asian, Eastern European","Vegetarian Friendly, Vegan Options","Delivery, Takeout, Wheelchair Accessible",4.0,43.0
4348,Parkers Arms,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Lancashire"", ""Clitheroe"", ""Newton-in-Bowland""]",England,Lancashire,Clitheroe,Newton-in-Bowland,"Lunch, Dinner","British, Pub, Contemporary, Gastropub","Vegetarian Friendly, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",4.0,601.0
4349,Barley Mow,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Warwickshire"", ""Rugby"", ""Newbold""]",England,Warwickshire,Rugby,Newbold,"Breakfast, Lunch, Dinner, Brunch","Bar, British, Pub",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Parking Available, Television, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Wheelchair Accessible",4.0,127.0
4350,The Forge,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""North Yorkshire"", ""Aislaby""]",England,Yorkshire,North Yorkshire,Aislaby,"Lunch, Dinner, Drinks, After-hours","Bar, British, Pub, Gastropub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Street Parking, Free off-street parking, Full Bar, Wine and Beer, Accepts Credit Cards, Table Service",4.5,278.0
4351,The Kings Head,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""New Buckenham""]",England,East Anglia,Norfolk,New Buckenham,"Lunch, Dinner, Drinks, Breakfast","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Parking Available, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Outdoor Seating, Accepts Credit Cards, Table Service",4.5,166.0
4352,Bowden Stores,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Leicestershire"", ""Market Harborough"", ""Great Bowden""]",England,Leicestershire,Market Harborough,Great Bowden,"Breakfast, Lunch, Brunch","Cafe, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Takeout",4.5,104.0
4353,The Black Horse,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Leicestershire"", ""Lutterworth"", ""Walcote""]",England,Leicestershire,Lutterworth,Walcote,"Lunch, Dinner, Drinks","Bar, British, Grill, Pub, Dining bars","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Takeout, Parking Available, Street Parking, Wine and Beer, Dog Friendly",4.5,74.0
4354,L’Aquila,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Leeds"", ""Wetherby"", ""Boston Spa""]",England,Yorkshire,West Yorkshire,Boston Spa,"Lunch, Dinner","Italian, Pizza, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service",4.5,104.0
4355,La Casita Boston Spa,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Leeds"", ""Wetherby"", ""Boston Spa""]",England,Yorkshire,West Yorkshire,Boston Spa,"Lunch, Dinner","Mediterranean, European, Spanish","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service, Highchairs Available",4.0,169.0
4356,The Greyhound,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Oxfordshire"", ""Henley-on-Thames"", ""Peppard Common""]",England,Oxfordshire,Henley-on-Thames,Peppard Common,"Lunch, Dinner, Brunch, After-hours","Bar, British, Grill, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Live Music",4.5,1482.0
4357,The Inn at Lathones Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""Scotland"", ""Fife"", ""St Andrews"", ""Lathones""]",Scotland,Fife,St Andrews,Lathones,"Dinner, Breakfast, Lunch","British, Bar, Scottish","Vegetarian Friendly, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Table Service, Reservations, Accepts Credit Cards",4.5,183.0
4358,The Crooked Billet,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Oxfordshire"", ""Henley-on-Thames"", ""Stoke Row""]",England,Oxfordshire,Henley-on-Thames,Stoke Row,"Lunch, Dinner, Brunch, After-hours",British,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Live Music",4.5,1097.0
4359,The White Horse Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""Wales"", ""North Wales"", ""Denbighshire"", ""Hendrerwydd""]",Wales,North Wales,Denbighshire,Hendrerwydd,"Lunch, Dinner, After-hours","Bar, British, Pub, Welsh","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",5.0,353.0
4360,Fordwich Arms,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Kent"", ""Canterbury"", ""Fordwich""]",England,Kent,Canterbury,Fordwich,"Lunch, Dinner","British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Street Parking, Free off-street parking",4.5,734.0
4361,The George & Dragon,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Kent"", ""Canterbury"", ""Fordwich""]",England,Kent,Canterbury,Fordwich,"Lunch, Dinner, Brunch, After-hours, Drinks","Bar, British, Pub, International","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,649.0
4362,The Swan Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Worcestershire"", ""Malvern Hills"", ""Malvern"", ""Newland""]",England,Worcestershire,Malvern Hills,Newland,"Lunch, Dinner, Brunch, Drinks","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,483.0
4363,The Red Lion Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Surrey"", ""Guildford"", ""Shamley Green""]",England,Surrey,Guildford,Shamley Green,"Lunch, Dinner, Brunch, After-hours","Bar, British, Pub","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.5,800.0
4364,Hungry horse dunvant,"[""Europe"", ""United Kingdom (UK)"", ""Wales"", ""Southern Wales"", ""Swansea County"", ""Swansea"", ""Dunvant""]",Wales,Southern Wales,Swansea County,Dunvant,"Lunch, Dinner, Brunch, After-hours","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,506.0
4365,The Eight Bells,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Buckinghamshire"", ""Aylesbury Vale"", ""Aylesbury"", ""Long Crendon""]",England,Buckinghamshire,Aylesbury Vale,Long Crendon,"Lunch, Dinner, Drinks","Bar, British, Pub","Vegetarian Friendly, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Table Service, Street Parking, Free off-street parking, Digital Payments, Accepts Credit Cards, Dog Friendly, Gift Cards Available",4.0,141.0
4366,The Angel Restaurant with Rooms,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Buckinghamshire"", ""Aylesbury Vale"", ""Aylesbury"", ""Long Crendon""]",England,Buckinghamshire,Aylesbury Vale,Long Crendon,"Lunch, Dinner, Drinks","British, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Free off-street parking, Wine and Beer",4.5,458.0
4367,Miller and Carter Killay,"[""Europe"", ""United Kingdom (UK)"", ""Wales"", ""Southern Wales"", ""Swansea County"", ""Swansea"", ""Killay""]",Wales,Southern Wales,Swansea County,Killay,"Lunch, Dinner","British, Welsh, Steakhouse","Vegetarian Friendly, Gluten Free Options","Gift Cards Available, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service",4.0,509.0
4368,The Commercial Inn,"[""Europe"", ""United Kingdom (UK)"", ""Wales"", ""Southern Wales"", ""Swansea County"", ""Swansea"", ""Killay""]",Wales,Southern Wales,Swansea County,Killay,"Breakfast, Lunch, Dinner, Brunch","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service",4.5,136.0
4369,The Bakers Arms,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Leicestershire"", ""Leicester"", ""Blaby""]",England,Leicestershire,Leicester,Blaby,"Lunch, Dinner, Brunch, After-hours","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.0,357.0
4370,The White Hart Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Bouth""]",England,Cumbria,Lake District,Bouth,"Breakfast, Lunch, Dinner, Brunch, After-hours","Bar, British, Pub","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,329.0
4371,The Black Swan,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""Horsham St Faith""]",England,East Anglia,Norfolk,Horsham St Faith,"Breakfast, Lunch, Dinner, Brunch, After-hours","Bar, British, Contemporary, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",4.0,356.0
4372,The Pilot Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Kent"", ""Lydd"", ""Lydd-on-Sea""]",England,Kent,Lydd,Lydd-on-Sea,"Lunch, Dinner, Brunch, After-hours","Bar, Seafood, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Waterfront, Playgrounds",4.0,1469.0
4373,The Tavern - Broom,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Warwickshire"", ""Alcester"", ""Broom""]",England,Warwickshire,Alcester,Broom,"Lunch, Dinner, Brunch, Drinks, After-hours","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service",4.5,488.0
4374,Lympstone Manor,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Devon"", ""Exmouth"", ""Lympstone""]",England,Devon,Exmouth,Lympstone,"Breakfast, Lunch, Dinner","European, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Reservations, Outdoor Seating, Private Dining, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Validated Parking",4.5,377.0
4375,The Swan Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Devon"", ""Exmouth"", ""Lympstone""]",England,Devon,Exmouth,Lympstone,"Lunch, Dinner, Brunch, After-hours","Bar, British, Pub, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music",4.0,713.0
4376,The Saddlers Arms,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Devon"", ""Exmouth"", ""Lympstone""]",England,Devon,Exmouth,Lympstone,"Lunch, Dinner, Drinks, Brunch","Bar, British, Grill, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Reservations, Validated Parking, Digital Payments, Accepts Credit Cards, Table Service",4.0,714.0
4377,Redwing Bar & Dining,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Devon"", ""Exmouth"", ""Lympstone""]",England,Devon,Exmouth,Lympstone,"Lunch, Dinner, Drinks","Bar, European, British, Grill","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Private Dining, Validated Parking, Accepts Credit Cards, Table Service",4.5,680.0
4378,The Dog & Badger Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Buckinghamshire"", ""Marlow"", ""Medmenham""]",England,Buckinghamshire,Marlow,Medmenham,Drinks,"Contemporary, Bar, British, Gastropub","Vegetarian Friendly, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Reservations, Private Dining, Accepts Credit Cards, Table Service",4.0,538.0
4379,Mangal BBQ,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Bedfordshire"", ""Bedford"", ""Kempston""]",England,Bedfordshire,Bedford,Kempston,"Lunch, Dinner, After-hours","Turkish, Fast food, Middle Eastern",Halal,"Delivery, Digital Payments, Cash Only",4.5,16.0
4380,RISARO @ The Coventry Arms,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Dorset"", ""Wimborne"", ""Corfe Mullen""]",England,Dorset,Wimborne,Corfe Mullen,"Lunch, Dinner, Brunch","Bar, British, Pub","Vegetarian Friendly, Gluten Free Options","Wheelchair Accessible, Free Wifi, Reservations, Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",4.0,190.0
4381,Donkey & Buskins,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Essex"", ""Colchester"", ""Layer de la Haye""]",England,Essex,Colchester,Layer de la Haye,"Lunch, Dinner, Brunch, Drinks","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.5,464.0
4382,The Potting Shed,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Dorset"", ""Dorchester"", ""Poundbury""]",England,Dorset,Dorchester,Poundbury,"Breakfast, Lunch, Brunch, Drinks","Cafe, British","Vegan Options, Gluten Free Options, Vegetarian Friendly","Takeout, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Table Service, Outdoor Seating, Street Parking, Free off-street parking, Serves Alcohol, Wine and Beer, Free Wifi",4.5,175.0
4383,The Stag,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""King's Lynn"", ""West Acre""]",England,East Anglia,Norfolk,West Acre,"Lunch, Dinner","Bar, British, Pub",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",4.5,81.0
4384,The Castle Inn Restaurant & Country Pub,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""North Yorkshire"", ""Selby District"", ""Cawood""]",England,Yorkshire,North Yorkshire,Cawood,"Lunch, Dinner, Brunch, Drinks","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",4.5,290.0
4385,The Ingham Swan,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""Ingham""]",England,East Anglia,Norfolk,Ingham,"Lunch, Dinner","European, British, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Street Parking, Free off-street parking, Highchairs Available",4.5,889.0
4386,The Honiton Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Devon"", ""Honiton"", ""Awliscombe""]",England,Devon,Honiton,Awliscombe,"Lunch, Dinner","Bar, British, Pub",Vegetarian Friendly,"Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Validated Parking, Table Service",4.0,104.0
4387,The Castle Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""North Yorkshire"", ""Spofforth""]",England,Yorkshire,North Yorkshire,Spofforth,"Breakfast, Lunch, Dinner, Brunch, Drinks","Bar, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Highchairs Available, Wheelchair Accessible, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",4.0,712.0
4388,The Queens at Freehay,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Staffordshire"", ""Cheadle"", ""Freehay""]",England,Staffordshire,Cheadle,Freehay,"Lunch, Dinner","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,338.0
4389,The Highwayman,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Lancashire"", ""Lancaster District"", ""Nether Burrow""]",England,Lancashire,Lancaster District,Nether Burrow,"Lunch, Dinner, Drinks, After-hours","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",4.5,243.0
4390,315 Bar & Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Huddersfield"", ""Lepton""]",England,Yorkshire,West Yorkshire,Lepton,"Breakfast, Lunch, Dinner, Brunch, After-hours","European, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,1106.0
4391,Ananta,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Essex"", ""Saffron Walden"", ""Wicken Bonhunt""]",England,Essex,Saffron Walden,Wicken Bonhunt,"Lunch, Dinner, After-hours","Asian, Thai, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Gift Cards Available, Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service",4.5,252.0
4392,The Three Tuns,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Wiltshire"", ""Marlborough"", ""Great Bedwyn""]",England,Wiltshire,Marlborough,Great Bedwyn,"Lunch, Dinner, Brunch, Drinks","Bar, British, Pub","Gluten Free Options, Vegetarian Friendly","Outdoor Seating, Seating, Parking Available, Street Parking, Free off-street parking, Highchairs Available, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Full Bar, Accepts Credit Cards, Table Service",4.0,311.0
4393,The Red Tile Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Somerset"", ""Bridgwater"", ""Cossington""]",England,Somerset,Bridgwater,Cossington,Dinner,"Bar, British, Pub",Vegetarian Friendly,"Outdoor Seating, Reservations, Buffet, Seating, Parking Available, Free off-street parking, Highchairs Available, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",4.0,89.0
4394,The Square and Compasses,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Essex"", ""Chelmsford"", ""Great Leighs""]",England,Essex,Chelmsford,Great Leighs,"Lunch, Dinner","Bar, British, Pub","Vegetarian Friendly, Gluten Free Options, Vegan Options","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,503.0
